"sikorskiradek";"#GloriousBrexit https://t.co/XMTQCCg7NV";"Fri Jan 19 12:25:34 +0000 2018";"5";"27";"1016301";"GloriousBrexit"
"sikorskiradek";"Dobrze.  Wysiłki polskich weteranów, diaspory i kolejnych polskich rządów, zaczynaja przynosić efekty.  Szacunek ta… https://t.co/pa1oWOH0X4";"Fri Jan 19 12:22:17 +0000 2018";"15";"72";"1016301";""
"sikorskiradek";"Wynik pomiędzy Jordanią a Tunezją to poniżej naszych aspiracji. https://t.co/peTNVvGlfM";"Fri Jan 19 12:13:03 +0000 2018";"3";"11";"1016301";""
"sikorskiradek";"Wyrzucając Macierewicza z rządu, Kaczyński przyznał się do klęski. https://t.co/xiRDLZiErx";"Fri Jan 19 08:56:16 +0000 2018";"14";"100";"1016301";""
"sikorskiradek";"'Dlaczego 33 z 50 najbardziej zanieczyszczonych miast Europy jest w Polsce.' https://t.co/Eyv7GDvH7Y";"Thu Jan 18 21:21:23 +0000 2018";"39";"164";"1016301";""
"sikorskiradek";"I bardzo dobrze. Tylko po co była dwuletnia wojenka o nic i pic dla naiwnych z reparacjami? https://t.co/qQ0U4jn2qZ";"Thu Jan 18 07:41:43 +0000 2018";"9";"100";"1016301";""
"sikorskiradek";"Może faktycznie bali się, że Antek przyjedzie do Pałacu z brygadą WOT? https://t.co/TMRL30s6L2";"Thu Jan 18 06:56:35 +0000 2018";"24";"169";"1016301";""
"sikorskiradek";"A darli się o ośmiorniczki. https://t.co/NTgKms7NLd";"Thu Jan 18 06:54:29 +0000 2018";"16";"106";"1016301";""
"sikorskiradek";"EU accuses Russia of 'orchestrated' disinformation campaign https://t.co/tMUMUU1loC";"Thu Jan 18 06:41:11 +0000 2018";"4";"12";"1016301";""
"sikorskiradek";"A to nieładnie.  Komuś zabrakło jaj. https://t.co/SfazSMB0WO";"Wed Jan 17 20:33:50 +0000 2018";"3";"89";"1016301";""
"sikorskiradek";"Za czasów kondominium rosyjsko-niemieckiego ministerstwom przysługiwało jedno stanowisko sekretarza stanu, nie licz… https://t.co/1H8ISUADgM";"Wed Jan 17 20:18:20 +0000 2018";"6";"33";"1016301";""
"sikorskiradek";"""Rozwiewa wszelkie wątpliwości.""  Zamach. https://t.co/PM0JwgPWlq";"Wed Jan 17 20:14:54 +0000 2018";"9";"48";"1016301";""
"sikorskiradek";"Kolejny sukces podmiotowej polityki zagranicznej. https://t.co/4cDSzN8ZL8";"Wed Jan 17 15:48:50 +0000 2018";"5";"95";"1016301";""
"sikorskiradek";"I to by było na tyle.  Wredny dziadyga znowu swoich wyznawców wziął za durniów. https://t.co/6TvFsx8S4j";"Wed Jan 17 13:28:14 +0000 2018";"41";"202";"1016301";""
"sikorskiradek";"'Wszystkie świństwa świata.' https://t.co/qBGtTlzUK0";"Wed Jan 17 12:39:17 +0000 2018";"3";"26";"1016301";""
"sikorskiradek";"""Teatralne gesty i budowa sekty wyznawców"". Prawicowy ekspert ocenia dwa lata Macierewicza.  https://t.co/A0ugtV0gru";"Wed Jan 17 12:32:45 +0000 2018";"38";"103";"1016301";""
"sikorskiradek";"Nie chcą płacić reparacji.  @pisorgpl nie dał rady.  https://t.co/26i2AqMmpJ via @OnetWiadomosci";"Wed Jan 17 12:18:36 +0000 2018";"5";"60";"1016301";""
"sikorskiradek";"Sprzętu rządowego, np. wojskowego, nie ubezpiecza się bo na dłuższą metę tak wychodzi taniej.  To niecelny zarzut. https://t.co/N7IJgCL3Py";"Wed Jan 17 09:45:15 +0000 2018";"2";"35";"1016301";""
"sikorskiradek";"Nie mogę się doczekać informacji po dzisiejszych rozmowach w Berlinie co do sumy reparacji jakie Niemcy wreszcie nam wypłacą.";"Wed Jan 17 09:17:42 +0000 2018";"53";"613";"1016301";""
"sikorskiradek";"Ale za to minister @mmagierowski na pewno nadal podróżuje pociągiem 2 klasą. https://t.co/NHhGi7Ja67";"Wed Jan 17 07:56:15 +0000 2018";"8";"65";"1016301";""
"sikorskiradek";"Niemcy twierdzą, że o reparacjach nie będzie mowy. Co na to Prezes? https://t.co/5yeE7KDm2b";"Wed Jan 17 06:59:47 +0000 2018";"4";"28";"1016301";""
"sikorskiradek";"Zalajkowałem ten cytat. Na zaś. https://t.co/sI8yTl9ssT";"Wed Jan 17 06:57:42 +0000 2018";"4";"35";"1016301";""
"sikorskiradek";"Elity @pisorgpl dobrze się bawią. https://t.co/NHhGi7Ja67";"Wed Jan 17 06:53:09 +0000 2018";"47";"241";"1016301";""
"sikorskiradek";"Putin atakuje, a Ameryka bierna. https://t.co/RdNbsnQVu2";"Tue Jan 16 21:26:52 +0000 2018";"5";"21";"1016301";""
"sikorskiradek";"Upartyjnienie wymiaru sprawiedliwości w praktyce.  W starciu z państwem PiS, każdy z nas może być Sebastianem K. al… https://t.co/GxB7Cjyf1k";"Tue Jan 16 16:10:14 +0000 2018";"47";"204";"1016301";""
"sikorskiradek";"""Węgry przyjęły uchodźców.""  Na pewno nie zawiodą też @pisorgpl ws. procedury z art.7 UE.  Tak jak w głosowaniu 1:2… https://t.co/Z5P5T2oSV2";"Tue Jan 16 15:04:56 +0000 2018";"103";"518";"1016301";""
"sikorskiradek";"Wygrałem z nim proces, który wytoczył mi za określenie go 'antysemitą i typem spod ciemnej gwiazdy.' https://t.co/k6KQ8oOoWZ";"Tue Jan 16 12:56:11 +0000 2018";"12";"115";"1016301";""
"sikorskiradek";"Ciekawe, czy z Aleksandra Halla, który był konserwatystą gdy oni grzecznie oglądali Bolka i Lolka, psychoprawica te… https://t.co/216BDv6Fwk";"Tue Jan 16 10:42:44 +0000 2018";"12";"93";"1016301";""
"sikorskiradek";"Dziś 26ta miesięcznica nieodzyskania wraku, niezwołania konferencji międzynarodowej, nieukarania zamachowców ze Smo… https://t.co/8ifzhyPCe6";"Tue Jan 16 07:49:24 +0000 2018";"39";"433";"1016301";""
"sikorskiradek";"I'm wondering who got the better end of the affair. https://t.co/YdVXlrLSOf";"Tue Jan 16 07:32:58 +0000 2018";"0";"7";"1016301";""
"sikorskiradek";"No właśnie. W 1939 wyszła nawet książka pt. 'Polska jest mocarstwem.' https://t.co/Qz6EF8aon0";"Tue Jan 16 07:25:12 +0000 2018";"9";"84";"1016301";""
"sikorskiradek";"Rozumiem Hitlera...Jude Raus....  https://t.co/5gJTCWQoWV";"Mon Jan 15 20:33:44 +0000 2018";"1";"25";"1016301";""
"sikorskiradek";"Partia Razem już raz dała pełnię władzy @pisorgpl https://t.co/PI64hAkw7D";"Mon Jan 15 19:18:17 +0000 2018";"25";"189";"1016301";""
"sikorskiradek";"Każdemu powinno być wolno nazywać szmalcownikami tych, którzy krytykuja naszą umiłowaną władzę. https://t.co/boW3kwj2JH";"Mon Jan 15 18:22:42 +0000 2018";"15";"91";"1016301";""
"sikorskiradek";"Dziś wigilia 26tej miesięcznicy nieodzyskania wraku, niezwołania konferencji międzynarodowej, nieukarania zamachowc… https://t.co/yfsiLc7guX";"Mon Jan 15 16:07:56 +0000 2018";"138";"928";"1016301";""
"sikorskiradek";"Tylko prawosławni księża masowo mordowani w Butowie i na Sołowkach tego nie doceniali. https://t.co/XDBgZevRVY";"Mon Jan 15 15:11:24 +0000 2018";"11";"89";"1016301";""
"sikorskiradek";"Ciekawe, czy FBI już znalazło tych KGBowców, którzy podrzucili na koncie FB pani konsul Biniendy zdjęcia Tuska w mu… https://t.co/UREnIgIBi0";"Mon Jan 15 11:51:52 +0000 2018";"60";"299";"1016301";""
"sikorskiradek";"Co fakt, to fakt.  Nie on jeden.  I tylko dziwi, że wielu z tych, którzy uwierzyli w smoleńskie urojenia, nie jest… https://t.co/cxXjS6dT8U";"Mon Jan 15 11:11:53 +0000 2018";"16";"78";"1016301";""
"sikorskiradek";"Aborcja jest zła! | Loose blues https://t.co/pX6HL0Pr1h";"Sun Jan 14 19:38:15 +0000 2018";"7";"36";"1016301";""
"sikorskiradek";"W którym 6000 uzbrojonych w dubeltówki patriotów-entuzjastów rzuciło się na stutysięczną armię.  Chwała bohaterom,… https://t.co/4jdjODt8aN";"Sun Jan 14 18:40:03 +0000 2018";"2";"36";"1016301";""
"sikorskiradek";"Wow.  Już 5800 zł.  Proszę o szczodrość dla noworodków. https://t.co/S1dEVUyN3y";"Sun Jan 14 18:37:31 +0000 2018";"21";"135";"1016301";""
"sikorskiradek";"Germany's Foreign Minister: 'We Are Seeing What Happens When the U.S. Pulls Back' https://t.co/8hxbbWk1de via @SPIEGELONLINE";"Sun Jan 14 16:56:12 +0000 2018";"4";"11";"1016301";""
"sikorskiradek";"Możliwość skorzystania z amnestii.  Ja też w tych dniach mam miękkie serce. Wystarczy napisać na biuro@radeksikorsk… https://t.co/c7nRzpd10j";"Sun Jan 14 15:15:31 +0000 2018";"20";"77";"1016301";""
"sikorskiradek";"O Polsce i świecie. https://t.co/M6p96VufSx";"Sun Jan 14 13:43:16 +0000 2018";"7";"72";"1016301";""
"sikorskiradek";"Totalna opozycja. https://t.co/vTv7QTRdpD";"Sun Jan 14 13:09:28 +0000 2018";"9";"84";"1016301";""
"sikorskiradek";"Już 5700 zł. Kto da więcej? https://t.co/6RYOuLlZoC";"Sun Jan 14 13:03:25 +0000 2018";"11";"94";"1016301";""
"sikorskiradek";"Marszałek Senatu za tym aby Marta Kaczyńska oddała odszkodowanie z polisy za wypadek komunikacyjny. https://t.co/ZmESUzIbOe via @DziennikPL";"Sun Jan 14 08:58:11 +0000 2018";"66";"330";"1016301";""
"sikorskiradek";"Przejażdżka rowerowa z Radosławem Sikorskim wylicytowana już na 5600 zł. https://t.co/S1dEVUyN3y";"Sun Jan 14 08:43:59 +0000 2018";"53";"385";"1016301";""
